,brand,category,gender,image,link,name,price
132,,cleats,w,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=749352_407&$img1=749352_008&$img2=749352_073,http://store.nike.com/us/en_us/pd/zoom-rival-waffle-womens-track-shoe/pid-11155170/pgid-11292320,Nike Zoom Rival Waffle,$65
133,,cleats,w,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=806560_100&$img1=806560_303&$img2=806560_416,http://store.nike.com/us/en_us/pd/zoom-rival-d-9-womens-track-spike/pid-10340255/pgid-10340256,Nike Zoom Rival D 9,$65
134,,cleats,w,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=415339_413,http://store.nike.com/us/en_us/pd/zoom-lj-4-unisex-jumping-spike/pid-11154726/pgid-928126,Nike Zoom LJ 4,$100
135,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=806555_303&$img1=806555_413&$img2=806555_100,http://store.nike.com/us/en_us/pd/zoom-rival-m-8-unisex-distance-spike/pid-11363324/pgid-10338523,Nike Zoom Rival M 8,$65
136,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=835997_413&$img1=835997_107,http://store.nike.com/us/en_us/pd/zoom-victory-3-unisex-racing-spike/pid-11156092/pgid-11287291,Nike Zoom Victory 3,$125
137,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=706617_413,http://store.nike.com/us/en_us/pd/zoom-mamba-3-unisex-distance-spike/pid-11155026/pgid-11287278,Nike Zoom Mamba 3,$125
138,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=835995_413,http://store.nike.com/us/en_us/pd/zoom-matumbo-3-unisex-distance-spike/pid-11156088/pgid-11287289,Nike Zoom Matumbo 3,$125
139,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=549150_413,http://store.nike.com/us/en_us/pd/zoom-maxcat-4-unisex-sprint-spike/pid-11154783/pgid-817354,Nike Zoom Maxcat 4,$120
140,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=705394_413,http://store.nike.com/us/en_us/pd/triple-jump-elite-unisex-jumping-spike/pid-11155016/pgid-11287287,Nike Triple Jump Elite,$125
141,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=629226_413,http://store.nike.com/us/en_us/pd/zoom-celar-5-unisex-sprint-spike/pid-11154845/pgid-10338520,Nike Zoom Celar 5,$90
142,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=654693_307&$img1=654693_301&$img2=654693_800,http://store.nike.com/us/en_us/pd/victory-xc-3-unisex-track-shoe/pid-11154904/pgid-11287280,Nike Victory XC 3,$110
143,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=844132_601&$img1=844132_002&$img2=844132_407,http://store.nike.com/us/en_us/pd/zoom-xc-unisex-track-shoe/pid-11156234/pgid-11168071,Nike Zoom XC,$90
144,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=685131_413,http://store.nike.com/us/en_us/pd/zoom-rotational-6-unisex-throwing-shoe/pid-11154942/pgid-11451688,Nike Zoom Rotational 6,$110
145,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=806554_999&$img1=806554_110&$img2=806554_303,http://store.nike.com/us/en_us/pd/zoom-rival-s-8-unisex-sprint-spike/pid-11258313/pgid-10338487,Nike Zoom Rival S 8,$65
146,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=806561_413,http://store.nike.com/us/en_us/pd/high-jump-elite-unisex-jumping-spike/pid-11155327/pgid-11287290,Nike High Jump Elite,$125
147,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=631055_413,http://store.nike.com/us/en_us/pd/zoom-javelin-elite-2-unisex-throwing-spike/pid-11154849/pgid-11287286,Nike Zoom Javelin Elite 2,$150
148,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=806556_413&$img1=806556_804,http://store.nike.com/us/en_us/pd/zoom-rival-d-9-unisex-distance-spike/pid-11155320/pgid-10338503,Nike Zoom Rival D 9,$65
149,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=685135_413,http://store.nike.com/us/en_us/pd/zoom-sd-4-unisex-throwing-shoe/pid-11154946/pgid-11287284,Nike Zoom SD 4,$80
150,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=749349_406&$img1=749349_300&$img2=749349_800,http://store.nike.com/us/en_us/pd/zoom-rival-xc-mens-track-shoe/pid-11155151/pgid-10294382,Nike Zoom Rival XC,$65
151,,cleats,m,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=415339_413,http://store.nike.com/us/en_us/pd/zoom-lj-4-unisex-jumping-spike/pid-11154726/pgid-928126,Nike Zoom LJ 4,$100
152,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=824470_616&$img1=824470_002&$img2=824470_100,http://store.nike.com/us/en_us/pd/vapor-untouchable-2-mens-football-cleat/pid-10950753/pgid-11632200,Nike Vapor Untouchable 2,$160
153,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=835831_161&$img1=835831_130&$img2=835831_140,http://store.nike.com/us/en_us/pd/vapor-untouchable-2-jewels-mens-football-cleat/pid-10958955/pgid-11630356,Nike Vapor Untouchable 2 Jewels,$160
154,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=833408_111&$img1=833408_608,http://store.nike.com/us/en_us/pd/vapor-speed-turf-mens-training-shoe/pid-11258369/pgid-11625999,Nike Vapor Speed Turf,$110
155,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=833421_014&$img1=833421_010&$img2=833421_013,http://store.nike.com/us/en_us/pd/force-lunarbeast-pro-td-mens-football-cleat/pid-10951123/pgid-11625997,Nike Force Lunarbeast Pro TD,$100
156,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=833419_100&$img1=833419_010,http://store.nike.com/us/en_us/pd/force-lunarbeast-pro-d-mens-football-cleat/pid-10951118/pgid-11068782,Nike Force Lunarbeast Pro D,$80
157,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=847099_010,http://store.nike.com/us/en_us/pd/force-lunarbeast-elite-lightning-mens-football-cleat/pid-11142238/pgid-11171504,Nike Force Lunarbeast Elite Lightning,$100
158,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=779422_014&$img1=779422_016&$img2=779422_100,http://store.nike.com/us/en_us/pd/force-lunarbeast-elite-td-mens-football-cleat/pid-10300314/pgid-11810749,Nike Force Lunarbeast Elite TD,$130
159,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=719927_010,http://store.nike.com/us/en_us/pd/alpha-pro-2-3-4-td-mens-football-cleat/pid-10273741/pgid-11595188,Nike Alpha Pro 2 3/4 TD,$100
160,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=833385_401&$img1=833385_411&$img2=833385_611,http://store.nike.com/us/en_us/pd/vapor-untouchable-pro-mens-football-cleat/pid-10950850/pgid-11831618,Nike Vapor Untouchable Pro,$120
161,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=833390_002&$img1=833390_100&$img2=833390_371,http://store.nike.com/us/en_us/pd/alpha-field-general-elite-camo-mens-football-cleat/pid-10950880/pgid-11810758,Nike Alpha Field General Elite Camo,$125
162,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=856579_087,http://store.nike.com/us/en_us/pd/vapor-untouchable-pro-solar-flare-mens-football-cleat/pid-11157558/pgid-11832302,Nike Vapor Untouchable Pro Solar Flare,$120
163,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=839924_503&$img1=839924_732&$img2=839924_808,http://store.nike.com/us/en_us/pd/vapor-untouchable-pro-pf-mens-football-cleat/pid-10992495/pgid-11831864,Nike Vapor Untouchable Pro PF,$120
164,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=833408_411&$img1=833408_611&$img2=833408_311,http://store.nike.com/us/en_us/pd/vapor-speed-turf-mens-training-shoe/pid-11149366/pgid-11877886,Nike Vapor Speed Turf,$110
165,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=847102_001,http://store.nike.com/us/en_us/pd/vapor-untouchable-pro-mens-football-cleat/pid-11158625/pgid-11832314,Nike Vapor Untouchable Pro,$120
166,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=705409_100&$img1=705409_010,http://store.nike.com/us/en_us/pd/alpha-pro-2-3-4-d-mens-football-cleat/pid-10201915/pgid-11595156,Nike Alpha Pro 2 3/4 D,$100
167,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=833408_017&$img1=833408_441&$img2=833408_616,http://store.nike.com/us/en_us/pd/vapor-speed-turf-mens-training-shoe/pid-10950933/pgid-11816774,Nike Vapor Speed Turf,$64.97
168,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=719952_610&$img1=719952_410&$img2=719952_100,http://store.nike.com/us/en_us/pd/alpha-shark-2-3-4-mens-football-cleat/pid-10293894/pgid-11876178,Nike Alpha Shark 2 3/4,$34.97
169,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=833407_001,http://store.nike.com/us/en_us/pd/vapor-strike-5-td-mens-football-cleat/pid-10950924/pgid-11595231,Nike Vapor Strike 5 TD,$54.97
170,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=820280_878,http://store.nike.com/us/en_us/pd/alpha-pro-2-3-4-td-le-2-mens-football-cleat/pid-10873413/pgid-11796074,Nike Alpha Pro 2 3/4 TD LE 2.0,$64.97
171,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=833391_002,http://store.nike.com/us/en_us/pd/vapor-shark-2-mens-football-cleat/pid-10950886/pgid-11595226,Nike Vapor Shark 2,$29.97
172,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=844205_064,http://store.nike.com/us/en_us/pd/magista-obra-ii-womens-firm-ground-soccer-cleat/pid-11056308/pgid-11149178,Nike Magista Obra II FG,$300
173,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=718752_164,http://store.nike.com/us/en_us/pd/hypervenom-phantom-ii-womens-firm-ground-soccer-cleat/pid-11046697/pgid-10940939,Nike Hypervenom Phantom II FG,$275
174,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=844223_164,http://store.nike.com/us/en_us/pd/magista-orden-ii-womens-firm-ground-soccer-cleat/pid-11056319/pgid-11149179,Nike Magista Orden II FG,$180
175,,cleats,,http://images.nike.com/is/image/DotCom/pwp_sheet2?$NIKE_PWPx3$&$img0=819256_164,http://store.nike.com/us/en_us/pd/tiempo-legend-vi-womens-firm-ground-soccer-cleat/pid-11051986/pgid-11559667,Nike Tiempo Legend VI FG,$210
176,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/1045970935.tif&$img1=ugc/1018608307.tif&$img2=ugc/954688133.tif,http://store.nike.com/us/en_us/product/mercurial-vapor-xi-tech-craft-id/?piid=43426&pbid=1045970935#?pbid=1045970935,Nike Mercurial Vapor XI Tech Craft iD,$285
177,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/216150465.tif&$img1=ugc/826902380.tif&$img2=ugc/758846618.tif,http://store.nike.com/us/en_us/product/magista-obra-ii-tech-craft-id/?piid=43423&pbid=216150465#?pbid=216150465,Nike Magista Obra II Tech Craft iD,$355
178,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/848234883.tif&$img1=ugc/404565715.tif&$img2=ugc/682455907.tif,http://store.nike.com/us/en_us/product/mercurial-superfly-v-tech-craft-id/?piid=43425&pbid=848234883#?pbid=848234883,Nike Mercurial Superfly V Tech Craft iD,$355
179,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/172897354.tif&$img1=ugc/766024713.tif&$img2=ugc/537184096.tif,http://store.nike.com/us/en_us/product/magista-obra-ii-id/?piid=42786&pbid=172897354#?pbid=172897354,Nike Magista Obra II FG iD,$340
180,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/169877794.tif&$img1=ugc/669319464.tif&$img2=ugc/200694473.tif,http://store.nike.com/us/en_us/product/hypervenom-phantom-ii-tech-craft-id/?piid=43424&pbid=169877794#?pbid=169877794,Nike Hypervenom Phantom II Tech Craft iD,$315
181,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/191721948.tif&$img1=ugc/211687225.tif&$img2=ugc/512015633.tif,http://store.nike.com/us/en_us/product/hypervenom-phantom-ii-id/?piid=42924&pbid=191721948#?pbid=191721948,Nike Hypervenom Phantom II FG iD,$315
182,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_legacy?$NIKE_PWPx3$&$img0=ugc/1005869485.tif,http://store.nike.com/us/en_us/product/tiempo-legend-vi-id-shoe/?piid=43371&pbid=1005869485#?pbid=1005869485,Nike Tiempo Legend VI FG iD,$250
183,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/455177887.tif&$img1=ugc/254526331.tif&$img2=ugc/177399313.tif,http://store.nike.com/us/en_us/product/mercurial-superfly-v-id/?piid=42920&pbid=455177887#?pbid=455177887,Nike Mercurial Superfly V SG-PRO iD,$350
184,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_legacy?$NIKE_PWPx3$&$img0=ugc/894922935.tif&$img1=ugc/1065151595.tif&$img2=ugc/766417830.tif,http://store.nike.com/us/en_us/product/tiempo-legend-vi-id-shoe/?piid=42930&pbid=894922935#?pbid=894922935,Nike Tiempo Legend VI FG iD,$250
185,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/611558678.tif&$img1=ugc/145806949.tif&$img2=ugc/658241109.tif,http://store.nike.com/us/en_us/product/mercurial-superfly-v-id/?piid=42918&pbid=611558678#?pbid=611558678,Nike Mercurial Superfly V FG iD,$340
186,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/640090402.tif&$img1=ugc/792853390.tif&$img2=ugc/802481807.tif,http://store.nike.com/us/en_us/product/magista-obra-ii-id/?piid=42781&pbid=640090402#?pbid=640090402,Nike Magista Obra II SG-PRO iD,$350
187,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/760926928.tif&$img1=ugc/239453168.tif&$img2=ugc/251385164.tif,http://store.nike.com/us/en_us/product/hypervenom-phantom-ii-id/?piid=42926&pbid=760926928#?pbid=760926928,Nike Hypervenom Phantom II SG-PRO iD,$290
188,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/462754274.tif&$img1=ugc/645882011.tif&$img2=ugc/186443752.tif,http://store.nike.com/us/en_us/product/mercurial-vapor-xi-id/?piid=42506&pbid=462754274#?pbid=462754274,Nike Mercurial Vapor XI AG-PRO iD,$280
189,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_legacy?$NIKE_PWPx3$&$img0=ugc/294894593.tif&$img1=ugc/256343526.tif&$img2=ugc/464815948.tif,http://store.nike.com/us/en_us/product/tiempo-legend-vi-id-shoe/?piid=42932&pbid=294894593#?pbid=294894593,Nike Tiempo Legend VI SG-PRO iD,$260
190,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_legacy?$NIKE_PWPx3$&$img0=ugc/387219042.tif&$img1=ugc/436716493.tif&$img2=ugc/755300870.tif,http://store.nike.com/us/en_us/product/tiempo-legend-vi-id-shoe/?piid=42931&pbid=387219042#?pbid=387219042,Nike Tiempo Legend VI AG-R iD,$250
191,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/638263790.tif&$img1=ugc/382056211.tif&$img2=ugc/1079961527.tif,http://store.nike.com/us/en_us/product/mercurial-vapor-xi-id/?piid=42509&pbid=638263790#?pbid=638263790,Nike Mercurial Vapor XI FG iD,$270
192,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/294876484.tif&$img1=ugc/199727440.tif&$img2=ugc/557357826.tif,http://store.nike.com/us/en_us/product/mercurial-vapor-xi-id/?piid=42511&pbid=294876484#?pbid=294876484,Nike Mercurial Vapor XI SG-PRO iD,$280
193,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/315594665.tif&$img1=ugc/791583271.tif&$img2=ugc/700165941.tif,http://store.nike.com/us/en_us/product/mercurialx-proximo-ii-id/?piid=42744&pbid=315594665#?pbid=315594665,Nike MercurialX Proximo II IC iD,$215
194,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/665367808.tif&$img1=ugc/862916379.tif&$img2=ugc/855672573.tif,http://store.nike.com/us/en_us/product/magista-obra-ii-id/?piid=42783&pbid=665367808#?pbid=665367808,Nike Magista Obra II AG-PRO iD,$350
195,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/838265746.tif&$img1=ugc/402270421.tif&$img2=ugc/940454240.tif,http://store.nike.com/us/en_us/product/mercurialx-proximo-ii-id/?piid=42741&pbid=838265746#?pbid=838265746,Nike MercurialX Proximo II IC iD,$215
196,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/226704521.tif&$img1=ugc/930174152.tif&$img2=ugc/645501161.tif,http://store.nike.com/us/en_us/product/mercurialx-proximo-ii-id/?piid=42745&pbid=226704521#?pbid=226704521,Nike MercurialX Proximo II TF iD,$215
197,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/150885511.tif&$img1=ugc/1072140491.tif&$img2=ugc/343929527.tif,http://store.nike.com/us/en_us/product/mercurialx-proximo-ii-id/?piid=42740&pbid=150885511#?pbid=150885511,Nike MercurialX Proximo II TF iD,$215
198,,cleats,,http://ugc.nikeid.com/is/image/nike/pwp_sheet_prem?$NIKE_PWPx3$&$img0=ugc/367294951.tif&$img1=ugc/113961663.tif&$img2=ugc/1022981974.tif,http://store.nike.com/us/en_us/product/hypervenom-phantom-ii-id/?piid=42925&pbid=367294951#?pbid=367294951,Nike Hypervenom Phantom II AG iD,$280
